Prov.; Des.  ;   q   ;    Q     ; H     ;Epoch     ; M    ;Peri. ;Node   ;Incl. ; e     ; a      ;Opps.    ; Ref.      
2015;AS293  ;33.183;70.758; 6.43  ;20240331; 52.6 ; 193.7;  88.5 ; 34.4 ;361;51.971;5;MPO650147  
2015;AR293  ;35.445;71.847; 7.0   ;20240331;354.1 ; 104.5;  80.9 ; 24.4 ;339;53.646;4;MPO466636  
2015;AH281  ;22.473;53.004; 5.48  ;20240331;203.1 ; 354.1; 286.1 ;  9.5 ;405;37.738;9;MPO664084  
2015;AD298  ;18.768;881.610; 8.38  ;20240331;359.8 ; 312.0; 158.0 ; 47.2 ;0.958 4;50.189;7;MPO724452  
2014;YX91   ;34.750;73.466; 8.37  ;20240331; 24.4 ; 253.1; 119.7 ; 62.8 ;358;54.108;4;MPO645237  
2014;YS72   ;32.086;79.693; 8.24  ;20240331;  0.5 ; 284.8; 112.7 ; 23.9 ;426;55.890;6;MPO650143  
2014;YQ99   ;34.516;82.429; 7.04  ;20240331; 10.7 ;  84.1;  49.2 ; 11.4 ;410;58.472;11;MPO734582  
2014;YL50   ;37.483;74.830; 6.97  ;20240331; 20.0 ; 235.2; 127.4 ; 29.1 ;333;56.156;5;MPO650142  
2014;YJ92   ;30.835;57.221; 8.11  ;20240331; 44.8 ; 184.4; 134.7 ; 32.8 ;300;44.028;5;MPO655359  
2014;YE92   ;37.211;96.698; 7.57  ;20240331;349.6 ; 320.7;  94.5 ; 27.0 ;444;66.954;6;E2023-Y63  
2014;YC92   ;32.442;97.094; 5.08  ;20240331; 84.6 ; 142.7; 113.5 ; 32.0 ;499;64.768;5;MPO655358  
2014;YA92   ;37.861;39.969; 7.99  ;20240331;269.9 ;  51.5;  79.3 ; 34.2 ;27;38.915;4;MPO714231  
2014;XY47   ;35.573;41.075; 7.20  ;20240331;259.7 ;  43.3;  83.0 ; 26.2 ;72;38.324;5;MPO650141  
2014;XX47   ;35.891;68.656; 7.10  ;20240331;325.6 ; 338.9; 102.2 ; 26.6 ;313;52.274;5;MPO650141  
2014;XW47   ;31.280;56.613; 7.25  ;20240331; 81.2 ; 180.7;  83.6 ; 27.9 ;288;43.946;5;MPO650141  
2014;XW40   ;34.553;65.211; 6.24  ;20240331;331.6 ; 351.0; 234.2 ; 16.5 ;307;49.882;8;MPO750185  
2014;XU54   ;35.544;96.949; 7.62  ;20240331;347.9 ; 348.0;  89.8 ; 31.7 ;463;66.246;5;MPO655356  
2014;XR54   ;34.383;97.236; 7.87  ;20240331;348.2 ; 340.8;  61.3 ; 29.1 ;478;65.809;4;MPO655356  
2014;XB48   ;33.951;107.105; 7.37  ;20240331;355.9 ; 294.1; 130.9 ; 28.3 ;519;70.528;6;E2021-VR4  
2014;WZ601  ;35.882;155.748; 7.61  ;20240331;  8.3 ; 247.1;  80.4 ; 27.7 ;626;95.815;5;MPO655346  
2014;WY601  ;35.460;64.412; 7.71  ;20240331; 32.2 ; 260.0;  51.8 ; 32.6 ;290;49.936;4;MPO655346  
2014;WY555  ;35.290;75.732; 7.26  ;20240331; 36.7 ; 201.3; 105.9 ; 37.6 ;364;55.511;5;MPO650140  
2014;WW508  ;13.242;43.452;10.73  ;20240331; 23.8 ; 262.7; 173.0 ;  9.5 ;533;28.347;8;E2024-F62  
2014;WN510  ;36.981;114.113; 6.36  ;20240331;351.0 ;  89.1; 126.6 ; 11.6 ;510;75.547;9;MPO824651  
2014;WM510  ;32.015;124.223; 6.84  ;20240331; 16.8 ; 100.4;  12.4 ; 20.4 ;590;78.119;7;MPO623868  
2014;WL517  ;36.110;85.906; 8.5   ;20240331;351.0 ; 262.0; 168.7 ; 24.6 ;408;61.008;3;MPO443267  
2014;WK510  ;34.557;65.827; 7.05  ;20240331; 18.3 ; 295.6; 127.0 ; 10.7 ;312;50.192;7;E2021-XE0  
2014;WJ602  ;35.975;70.900; 6.86  ;20240331; 59.7 ; 182.4; 101.4 ; 24.4 ;327;53.438;5;MPO655347  
2014;WH602  ;33.013;43.703; 8.51  ;20240331; 25.5 ; 230.4; 125.3 ; 26.7 ;139;38.358;5;MPO655347  
2014;WE556  ;36.648;98.850; 7.77  ;20240331;  0.0 ; 261.9; 112.3 ; 31.3 ;459;67.749;4;MPO650140  
2014;WD556  ;31.627;125.039; 8.32  ;20240331;  2.3 ; 277.0;  93.7 ; 30.7 ;596;78.333;6;MPO650140  
2014;WB536  ;26.511;93.461; 8.32  ;20240331;  0.7 ; 121.9;  79.1 ;  6.9 ;558;59.986;6;E2022-KD6  
2014;VR39   ;20.331;34.853;10.51  ;20240331;  7.8 ; 242.4; 181.7 ; 32.7 ;263;27.592;7;MPO678265  
2014;VN43   ;31.938;41.192; 7.73  ;20240331;137.5 ; 203.2;  23.3 ; 14.8 ;127;36.565;6;MPO645211  
2014;VM43   ;32.940;187.637; 7.21  ;20240331;352.7 ; 274.1; 157.4 ; 16.7 ;0.701 1;10.289;5;MPO645211  
2014;VC41   ;28.807;47.318; 8.20  ;20240331;  0.3 ; 315.3;  97.8 ; 46.5 ;243;38.062;5;MPO650133  
2014;VB41   ;36.531;71.601; 7.40  ;20240331;348.9 ;   5.7;  40.8 ; 17.7 ;324;54.066;7;MPO650133  
2014;UZ224  ;38.813;180.803; 3.47  ;20240331;323.0 ;  28.6; 131.0 ; 26.8 ;0.647 1;9.808;7;E2024-DC2  
2014;UY276  ;31.779;80.430; 8.5   ;20240331; 19.2 ; 290.0;  65.1 ; 24.0 ;434;56.104;5;MPO645208  
2014;UY224  ;20.393;245.854; 9.05  ;20240331;359.5 ; 308.1; 145.3 ; 26.5 ;0.847 1;33.124;5;E2024-B03  
2014;UX277  ;38.346;146.269; 7.01  ;20240331;346.7 ; 319.0; 148.8 ; 32.2 ;585;92.307;5;MPO733183  
2014;UX228  ;30.627;42.561; 7.5   ;20240331;108.4 ; 256.2;  22.5 ; 20.6 ;163;36.594;3;MPO430559  
2014;UW277  ;15.298;37.867; 8.89  ;20240331;124.4 ; 105.0; 158.1 ; 35.7 ;425;26.582;3;MPO655330  
2014;UW228  ;31.945;41.474; 9.2   ;20240331; 65.9 ;  62.0; 263.8 ;  4.6 ;130;36.709;4;MPO430558  
2014;UV277  ;37.199;86.885; 7.97  ;20240331; 14.2 ; 214.2; 166.5 ; 33.5 ;400;62.042;5;MPO733183  
2014;UV229  ;36.307;111.067; 8.5   ;20240331;356.3 ; 204.9; 210.2 ; 27.6 ;507;73.687;4;MPO430563  
2014;US229  ;33.274;78.916; 8.31  ;20240331;  4.8 ; 138.1; 254.8 ;  3.9 ;407;56.095;5;MPO733182  
2014;UQ277  ;31.109;57.434; 7.41  ;20240331;359.9 ; 294.8; 112.3 ; 22.5 ;297;44.271;7;MPO781895  
2014;UQ250  ;35.631;76.714; 7.63  ;20240331;350.6 ; 337.8;  89.1 ; 32.1 ;366;56.172;5;MPO650132  
2014;UQ229  ;11.097;89.716; 9.6   ;20240331; 21.2 ;  63.2; 228.1 ;  5.7 ;780;50.406;7;MPO430562  
2014;UP250  ;33.669;71.751; 6.22  ;20240331; 69.2 ;  69.2; 191.8 ; 20.8 ;361;52.710;5;E2023-Y06  
2014;UO277  ;32.684;40.945; 8.53  ;20240331; 41.4 ; 172.5; 175.4 ; 11.7 ;112;36.815;5;MPO655329  
2014;UN250  ;38.954;42.882; 7.69  ;20240331; 64.0 ; 197.4; 148.0 ; 29.0 ;48;40.918;5;MPO650132  
2014;UN225  ;38.715;80.597; 5.56  ;20240331;330.7 ; 322.9;  68.8 ; 53.2 ;351;59.656;6;MPO724404  
2014;UM277  ;36.532;110.208; 7.70  ;20240331;356.4 ; 256.8; 134.2 ;  3.7 ;502;73.370;4;MPO655328  
2014;UM271  ;34.593;132.393; 7.6   ;20240331; 11.6 ;  75.1; 276.7 ; 34.5 ;586;83.493;(  6d)   ;E2021-M50  
2014;UK277  ;38.687;68.907; 7.64  ;20240331;343.6 ;   5.1;  62.2 ; 18.3 ;281;53.797;6;MPO655328  
2014;UK228  ;37.612;79.976; 7.5   ;20240331;336.3 ;  87.4;   4.7 ;  7.7 ;360;58.794;5;MPO430556  
2014;UJ225  ;14.437;32.314;10.61  ;20240331;355.9 ;  82.0;  18.8 ; 21.3 ;382;23.375;5;MPO781892  
2014;UH225  ;37.708;40.099; 7.45  ;20240331;204.0 ; 346.5; 210.9 ; 29.4 ;31;38.904;4;E2021-VR4  
2014;UH192  ;35.562;60.360; 6.70  ;20240331;  5.9 ;  47.9;   3.9 ; 15.9 ;259;47.961;12;E2021-VK0  
2014;UG229  ;15.721;40.602;11.7   ;20240331; 50.6 ; 304.5;  17.0 ; 12.2 ;442;28.162;3;MPO430560  
2014;UG228  ;37.880;73.533; 7.9   ;20240331;  6.4 ; 128.6; 262.3 ;  3.5 ;320;55.706;5;MPO430556  
2014;UF229  ;35.109;41.715; 8.4   ;20240331;211.9 ; 336.6; 218.0 ; 19.4 ;86;38.412;3;MPO430560  
2014;UE228  ;34.686;82.824; 8.4   ;20240331;344.1 ; 209.9; 232.6 ;  8.8 ;410;58.755;4;MPO430555  
2014;UD229  ;31.214;42.192; 8.73  ;20240331;316.8 ; 106.3; 358.2 ;  6.8 ;150;36.703;4;MPO733182  
2014;UD228  ;37.314;73.165; 6.1   ;20240331;118.1 ;   1.2; 246.3 ;  7.0 ;325;55.240;4;MPO430555  
2014;UC225  ;31.052;39.728; 7.54  ;20240331;355.4 ; 268.9; 139.5 ;  4.9 ;123;35.390;4;MPO650131  
2014;UB277  ;36.741;104.576; 7.90  ;20240331;  9.6 ; 214.6; 142.1 ;  7.8 ;480;70.659;5;MPO645208  
2014;UB230  ;35.938;64.619; 8.3   ;20240331;356.1 ;  46.7;   3.0 ; 11.5 ;285;50.279;4;MPO430564  
2014;UB228  ;38.209;77.187; 8.0   ;20240331;  7.8 ;  29.5; 357.2 ;  7.4 ;338;57.698;4;MPO430555  
2014;UA229  ;21.867;48.891;11.4   ;20240331; 12.6 ;  13.0;  25.9 ; 31.2 ;382;35.379;3;MPO430559  
2014;TY115  ;37.442;127.373; 8.04  ;20240331;  7.9 ; 226.7; 143.5 ; 26.0 ;546;82.408;4;MPO655320  
2014;TX85   ;36.296;45.543; 6.93  ;20240331;  1.5 ; 217.8; 201.3 ; 21.8 ;113;40.920;10;E2024-M18  
2014;TU115  ;34.997;708.729; 7.86  ;20240331;359.9 ; 225.3; 192.3 ; 23.5 ;0.906 3;71.863;5;MPO655319  
2014;TT85   ;37.492;44.283; 8.1   ;20240331; 37.8 ; 270.1;  98.3 ; 17.8 ;83;40.887;3;MPO411566  
2014;TT100  ;33.938;141.759; 7.76  ;20240331;  4.3 ; 277.3; 108.9 ; 22.9 ;614;87.848;5;MPO650127  
2014;TS115  ;34.872;341.024; 8.28  ;20240331;358.7 ; 248.6; 164.5 ; 18.2 ;0.814 1;87.948;5;E2023-Y63  
2014;TS100  ;36.577;95.669; 7.16  ;20240331; 21.4 ; 230.8; 129.6 ; 28.6 ;447;66.123;5;E2024-B03  
2014;TP115  ;38.011;74.849; 8.27  ;20240331;352.7 ; 316.2;  95.3 ; 11.6 ;326;56.430;5;MPO655319  
2014;TO115  ;38.957;86.873; 7.51  ;20240331; 14.7 ; 193.1; 165.7 ; 18.5 ;381;62.915;5;MPO655319  
2014;TM95   ;29.695;43.979; 8.00  ;20240331;346.6 ; 262.7; 161.1 ; 17.5 ;194;36.837;7;E2021-VR4  
2014;TJ115  ;34.720;38.814; 8.69  ;20240331; 23.5 ; 324.3;  49.3 ; 20.1 ;56;36.767;6;MPO733177  
2014;TF86   ;37.550;43.558; 6.70  ;20240331;156.4 ; 105.4;  65.3 ; 32.1 ;74;40.554;5;MPO650127  
2014;TC115  ;38.547;72.097; 7.43  ;20240331; 48.8 ; 228.7;  85.5 ; 10.2 ;303;55.322;6;MPO645194  
2014;TB116  ;36.022;125.890; 7.77  ;20240331;357.3 ; 325.7;  91.6 ; 27.6 ;555;80.956;5;MPO655320  
2014;SZ373  ;36.716;194.126; 7.15  ;20240331;  1.1 ; 240.2; 148.3 ; 29.6 ;0.682 1;15.421;5;MPO650125  
2014;SZ349  ;38.251;110.897; 7.4   ;20240331; 41.6 ; 136.4; 152.8 ; 35.8 ;487;74.574;2;MPO419482  
2014;SZ348  ;36.330;62.212; 8.0   ;20240331; 23.5 ; 225.9; 158.4 ; 47.7 ;263;49.271;3;MPO409507  
2014;SY403  ;36.383;68.506; 7.38  ;20240331; 45.7 ; 178.1; 118.9 ; 28.8 ;306;52.444;4;MPO655308  
2014;SY349  ;35.190;125.540; 7.1   ;20240331; 34.8 ; 164.5;  80.0 ; 15.8 ;562;80.365;2;MPO389127  
2014;SX403  ;35.640;763.708; 7.06  ;20240331;  1.4 ; 175.2; 149.2 ; 42.9 ;0.911 3;99.674;5;MPO655308  
2014;SW373  ;36.099;76.749; 7.11  ;20240331;354.7 ; 332.6;  76.7 ; 20.8 ;360;56.424;5;MPO650125  
2014;SV373  ;37.271;74.602; 6.67  ;20240331; 47.2 ; 215.8; 108.2 ; 10.7 ;334;55.936;4;MPO660289  
2014;SV349  ;34.704;88.418; 5.1   ;20240331;299.1 ;  24.1;  56.9 ; 17.8 ;436;61.561;3;MPO545940  
2014;SU373  ;33.324;78.795; 7.67  ;20240331;346.2 ; 317.4; 106.2 ; 28.1 ;406;56.059;5;MPO714195  
2014;SU349  ;28.898;159.163; 7.2   ;20240331; 28.6 ; 175.0;  89.2 ; 23.7 ;693;94.031;2;MPO456943  
2014;SS373  ;37.655;79.114; 6.50  ;20240331;343.5 ; 343.1;  76.2 ; 29.9 ;355;58.385;6;MPO650125  
2014;SS303  ;6.783;19.710;13.9   ;20240331; 72.0 ; 257.0; 102.7 ;  3.8 ;488;13.246;3;MPO477763  
2014;SR403  ;32.152;79.470; 6.25  ;20240331;294.2 ;  17.1;  53.6 ; 27.5 ;424;55.811;5;MPO655307  
2014;SR373  ;38.576;88.083; 7.64  ;20240331; 18.1 ; 215.2; 165.7 ; 35.6 ;391;63.329;5;MPO650125  
2014;SR350  ;37.069;165.878; 6.51  ;20240331; 15.4 ; 220.2;  35.3 ; 28.7 ;0.635 1;1.473;4;MPO650124  
2014;SO350  ;34.621;120.163; 7.86  ;20240331;  5.8 ; 244.5; 141.0 ; 24.0 ;553;77.392;5;MPO650124  
2014;SN373  ;37.580;174.285; 6.77  ;20240331;350.9 ; 349.3; 115.6 ; 32.5 ;0.645 1;5.932;5;E2024-B03  
2014;SL350  ;38.588;60.126; 7.8   ;20141010;263.3 ;  29.8;  72.1 ;  9.0 ;218;49.357;( 60d)   ;MPO392452  
2014;SK404  ;36.643;90.336; 8.10  ;20240331; 11.9 ; 243.7; 128.1 ; 26.2 ;423;63.490;5;MPO655309  
2014;SJ378  ;23.698;143.901; 8.0   ;20240331;  4.2 ; 214.9; 167.6 ; 37.1 ;717;83.799;8;MPO620433  
2014;SJ350  ;31.093;55.701; 7.0   ;20141010;156.9 ; 120.7;  37.3 ; 10.7 ;284;43.397;( 59d)   ;MPO392452  
2014;SH404  ;37.677;99.628; 7.54  ;20240331;341.4 ; 323.0; 122.6 ; 27.7 ;451;68.652;4;MPO655309  
2014;SG404  ;38.997;120.390; 7.88  ;20240331;  0.2 ; 321.2;  66.8 ; 31.6 ;511;79.693;5;MPO655309  
2014;SG378  ;38.556;130.460; 6.7   ;20240331;349.0 ; 271.5; 153.6 ; 21.7 ;544;84.508;7;MPO620433  
2014;SE350  ;36.392;64.345; 6.9   ;20141010; 43.4 ; 136.7; 137.1 ; 24.3 ;277;50.368;( 59d)   ;MPO419483  
2014;SD404  ;29.316;44.153; 8.72  ;20240331; 40.7 ; 252.6;  96.8 ; 22.9 ;202;36.735;5;MPO655309  
2014;SD403  ;37.060;185.863; 7.96  ;20240331;  0.7 ; 305.4;   9.2 ; 26.4 ;0.668 1;11.462;3;MPO645185  
2014;SD350  ;38.802;86.903; 7.05  ;20240331;331.8 ;  41.1; 356.6 ; 32.8 ;383;62.853;3;MPO714194  
2014;SB349  ;21.333;30.801; 9.41  ;20240331;324.9 ; 357.2; 117.2 ; 15.5 ;182;26.067;4;E2024-B03  
2014;SA365  ;36.456;45.227; 6.74  ;20240331; 11.5 ; 274.0; 158.9 ; 28.2 ;107;40.841;7;E2022-AE2  
2014;RT86   ;35.592;59.320; 7.82  ;20240331;350.9 ; 317.1;  95.1 ; 30.8 ;250;47.456;3;MPO645166  
2014;RS63   ;37.150;80.692; 6.8   ;20140920;347.8 ; 311.3;  38.9 ; 29.0 ;369;58.921;( 55d)   ;MPO473338  
2014;RR86   ;35.387;41.253; 7.96  ;20240331;124.1 ; 181.6;  10.3 ; 35.4 ;77;38.320;3;MPO645166  
2014;RQ86   ;38.240;39.215; 8.03  ;20240331;228.4 ;  28.9;  67.4 ; 31.2 ;13;38.727;3;MPO645166  
2014;RP86   ;35.197;107.030; 7.61  ;20240331; 22.7 ; 219.3;  33.6 ; 24.8 ;505;71.114;3;MPO645165  
2014;RL86   ;37.842;213.144; 7.08  ;20240331;355.4 ; 332.0;  23.8 ; 28.8 ;0.698 1;25.493;4;MPO645165  
2014;RK86   ;22.093;738.509; 8.22  ;20240331;  1.3 ; 223.3;   8.3 ; 26.3 ;0.942 3;80.301;6;MPO645165  
2014;RH70   ;33.675;42.968; 7.57  ;20240331; 53.1 ; 245.9;   8.1 ; 27.6 ;121;38.322;5;MPO650119  
2014;QW562  ;37.463;61.920; 7.97  ;20240331; 25.7 ; 233.5; 119.5 ; 19.9 ;246;49.691;5;MPO645158  
2014;QW510  ;26.007;414.300; 7.53  ;20240331;358.8 ; 298.3; 148.5 ; 26.1 ;0.882 2;20.154;7;MPO781852  
2014;QW495  ;33.787;235.709; 7.81  ;20240331;  4.3 ; 209.1;  76.0 ; 28.5 ;0.749 1;34.748;6;MPO650116  
2014;QV495  ;36.286;125.694; 6.97  ;20240331; 10.2 ; 277.5;  69.3 ; 23.3 ;552;80.990;5;MPO650116  
2014;QU562  ;33.135;55.244; 8.76  ;20240331;357.4 ; 332.6;  69.5 ; 26.0 ;250;44.190;6;E2024-L10  
2014;QU495  ;32.152;55.772; 7.96  ;20240331; 33.0 ; 171.5; 177.5 ; 21.3 ;269;43.962;6;MPO650116  
2014;QT562  ;38.325;43.545; 7.62  ;20240331;327.3 ; 300.9; 128.7 ; 22.3 ;64;40.935;5;MPO645158  
2014;QT495  ;30.085;85.979; 8.61  ;20240331;  9.2 ; 259.1; 103.8 ; 44.7 ;482;58.032;5;MPO650116  
2014;QS510  ;32.881;108.747; 8.03  ;20240331;355.2 ; 300.2; 131.6 ; 13.5 ;536;70.814;7;E2024-G38  
2014;QQ562  ;33.719;98.589; 8.18  ;20240331;  4.6 ; 293.2;  66.9 ; 25.7 ;490;66.154;5;MPO645157  
2014;QP562  ;36.530;119.011; 7.92  ;20240331; 10.4 ; 248.3;  86.1 ; 24.3 ;530;77.770;4;MPO645157  
2014;QJ562  ;36.313;39.842; 7.42  ;20240331; 72.4 ; 217.0;  34.8 ; 26.7 ;46;38.078;3;MPO645156  
2014;QH563  ;32.030;42.446; 8.36  ;20240331; 29.3 ; 264.0;  91.5 ; 13.2 ;140;37.238;6;MPO655284  
2014;QH562  ;35.256;41.069; 8.07  ;20240331;347.1 ; 307.3;  44.2 ; 31.4 ;76;38.163;5;MPO645156  
2014;QG442  ;34.261;74.275; 6.78  ;20240331; 35.4 ; 243.1;  96.0 ; 30.4 ;369;54.268;4;MPO733161  
2014;QC442  ;34.582;105.803; 6.16  ;20240331;342.8 ;  44.3;  46.7 ; 18.9 ;507;70.193;8;MPO781848  
2014;PQ70   ;6.269;26.044;14.1   ;20240331; 51.0 ;  10.5; 343.9 ; 15.0 ;612;16.156;4;MPO554560  
2014;PM82   ;36.486;75.356; 6.85  ;20240331; 30.5 ; 316.2; 358.4 ; 23.6 ;348;55.921;7;MPO781829  
2014;OY393  ;18.780;144.105; 9.4   ;20240331;  7.3 ; 350.1; 279.6 ;  9.0 ;769;81.442;6;MPO473606  
2014;OQ394  ;34.789;90.743; 7.05  ;20240331; 14.7 ; 158.5; 186.6 ; 29.4 ;446;62.766;9;MPO650106  
2014;NY65   ;37.453;44.117; 6.57  ;20240331;280.6 ; 163.0; 257.4 ; 18.5 ;82;40.785;8;E2023-Q78  
2014;NX65   ;18.450;27.690; 9.6   ;20240331; 36.2 ; 232.2;  96.5 ; 11.4 ;200;23.070;9;E2020-TF9  
2014;NV65   ;22.239;210.657; 9.1   ;20240331;  2.5 ; 253.5;  81.2 ; 12.3 ;0.809 1;16.448;4;MPO466511  
2014;LU28   ;35.419;73.902; 6.9   ;20240331; 17.8 ; 121.3; 104.4 ; 32.3 ;352;54.660;8;MPO473325  
2014;LR14   ;8.904;28.682;11.9   ;20240331; 35.7 ;  84.3; 183.7 ;  6.3 ;526;18.793;5;MPO554544  
2014;KS101  ;37.440;39.310; 6.5   ;20240331;348.9 ;  64.1; 217.6 ; 24.2 ;24;38.375;7;MPO473324  
2014;KL84   ;5.747;26.484;13.9   ;20240331; 57.2 ;  91.3; 134.6 ; 12.3 ;643;16.116;3;MPO339502  
2014;KB102  ;32.775;77.653; 7.1   ;20240331;  4.2 ;  45.5; 215.0 ; 11.1 ;406;55.214;7;MPO473324  
2014;JU80   ;35.878;70.148; 5.7   ;20240331; 42.7 ;  33.6; 158.2 ; 11.5 ;323;53.013;6;MPO473322  
2014;JO80   ;27.774;50.100; 7.78  ;20240331; 48.4 ; 346.0; 196.5 ; 15.7 ;287;38.937;10;E2023-WE3  
2014;JE80   ;17.936;161.583; 9.7   ;20240331;  2.2 ; 146.5; 116.3 ; 28.2 ;800;89.759;6;MPO473322  
2014;HY195  ;6.411;7.890;13.80  ;20240331;216.8 ; 174.3;  11.8 ; 22.9 ;103;7.151;6;E2021-Y57  
2014;HP208  ;37.351;91.925; 6.38  ;20240331;320.8 ;  85.4; 223.9 ; 26.9 ;422;64.638;4;MPO750185  
2014;HO211  ;37.962;91.772; 6.38  ;20240331;357.6 ;  51.1; 175.2 ; 43.7 ;415;64.867;12;E2024-KE9  
2014;GQ101  ;15.167;961.785;10.56  ;20240331;  0.4 ; 153.2;   9.9 ;147.4 ;0.969 4;88.476;10;MPO770688  
2014;GE54   ;35.350;59.438; 6.69  ;20240331; 40.2 ;  25.7; 134.0 ; 17.0 ;254;47.394;8;MPO703694  
2014;FX71   ;33.668;90.842; 6.49  ;20240331; 33.3 ; 192.9; 275.7 ; 17.7 ;459;62.255;4;MPO686987  
2014;FV71   ;38.071;71.415; 6.3   ;20240331;327.9 ;  38.9; 202.2 ; 27.1 ;305;54.743;6;MPO545920  
2014;FU61   ;5.352;12.981;13.88  ;20240331;141.7 ; 119.2;  59.1 ; 19.5 ;416;9.166;2;MPO660238  
2014;FO69   ;38.326;70.119; 7.1   ;20240331;285.1 ;  26.0; 294.3 ; 16.1 ;293;54.223;4;MPO442841  
2014;FM72   ;33.675;76.210; 6.2   ;20240331; 88.5 ; 133.8; 291.1 ;  4.7 ;387;54.943;2;MPO389119  
2014;FL72   ;37.747;166.989; 6.8   ;20240331; 26.9 ; 258.6; 201.1 ; 29.3 ;0.631 1;2.368;3;MPO389119  
2014;FL70   ;32.488;77.979; 6.05  ;20240331;289.1 ;  25.2; 257.4 ;  8.9 ;412;55.233;4;E2024-DC4  
2014;FK72   ;37.744;69.279; 6.81  ;20240331; 85.5 ; 230.4; 207.6 ; 12.3 ;295;53.511;4;MPO623802  
2014;FJ72   ;38.231;147.959; 5.6   ;20240331; 37.9 ; 132.1; 302.6 ; 15.4 ;589;93.095;4;MPO473315  
2014;FH72   ;36.927;76.291; 7.2   ;20240331;288.3 ;  46.4; 236.1 ; 19.2 ;348;56.609;3;MPO389119  
2014;FF72   ;36.350;63.342; 6.9   ;20240331;135.6 ;  75.7; 303.0 ; 27.1 ;271;49.846;2;MPO389119  
2014;FE72   ;35.9123;777.672; 6.19  ;20240331;  0.3 ; 133.5; 336.9 ; 20.7 ;0.98119;6.792;5;MPO703691  
2014;FD70   ;37.953;69.494; 6.9   ;20240331;124.2 ;  96.6; 289.3 ; 26.6 ;294;53.723;3;MPO442841  
2014;FA72   ;34.030;78.723; 7.2   ;20240331; 73.6 ; 115.5; 322.4 ;  5.1 ;396;56.376;3;MPO403057  
2014;DT112  ;13.244;81.943;10.56  ;20240331; 14.4 ; 321.4; 158.9 ; 40.5 ;722;47.594;7;E2024-EF2  
2013;XU33   ;36.719;45.156; 7.44  ;20240331;327.2 ;  24.3;  55.0 ; 22.8 ;103;40.937;7;MPO733077  
2013;XL40   ;35.914;147.618; 7.60  ;20240331;  6.7 ; 274.3; 108.7 ; 14.5 ;609;91.766;5;E2021-XE0  
2013;WK123  ;30.651;81.544; 7.84  ;20240331; 23.9 ; 188.5; 170.0 ; 15.1 ;454;56.097;3;MPO650061  
2013;VZ71   ;37.683;68.421; 8.10  ;20240331;  3.8 ; 212.6; 174.4 ; 28.1 ;290;53.052;6;MPO655192  
2013;VZ70   ;8.280;10.047;13.74  ;20240331; 69.3 ; 245.7; 215.1 ; 12.1 ;96;9.163;5;MPO660206  
2013;VV71   ;38.487;43.150; 7.52  ;20240331;260.8 ;  51.5; 103.8 ; 16.6 ;57;40.819;4;MPO645016  
2013;VU71   ;34.249;172.763; 8.30  ;20240331;358.5 ; 281.5; 141.0 ; 13.9 ;0.669 1;3.506;5;MPO645016  
2013;VS46   ;37.159;167.243; 6.76  ;20240331; 13.1 ; 266.4;  69.4 ; 20.2 ;0.636 1;2.201;6;MPO650056  
2013;VQ25   ;35.558;89.432; 7.85  ;20240331; 10.6 ; 215.6; 153.6 ; 28.6 ;431;62.495;8;MPO733065  
2013;VM46   ;31.618;81.185; 8.59  ;20240331;  7.0 ; 198.6; 175.1 ;  8.6 ;439;56.401;6;MPO650056  
2013;VE72   ;31.374;56.611; 7.89  ;20240331; 42.2 ; 200.6; 123.1 ; 13.5 ;287;43.992;5;MPO655192  
2013;VB72   ;35.930;96.059; 7.32  ;20240331; 25.6 ; 276.8;  56.5 ; 18.0 ;456;65.994;5;MPO655192  
2013;UZ16   ;32.434;57.565; 7.8   ;20240331;297.7 ;  98.2;  23.1 ; 11.2 ;279;45.000;4;MPO420432  
2013;UU17   ;19.615;32.415;10.29  ;20240331; 98.4 ; 250.3;  27.9 ;  8.5 ;246;26.015;4;MPO686939  
2013;US15   ;33.858;39.511; 7.9   ;20240331;341.2 ; 259.4; 158.8 ;  2.0 ;77;36.685;3;MPO544042  
2013;UR15   ;15.722;98.107;11.1   ;20240331; 10.8 ; 164.0; 194.5 ; 22.2 ;724;56.914;3;MPO435008  
2013;UQ17   ;33.509;40.167; 8.8   ;20240331; 83.8 ; 278.0;  20.8 ; 11.4 ;90;36.838;4;MPO420435  
2013;UO17   ;33.643;78.012; 8.3   ;20240331;357.8 ; 244.4; 158.6 ;  3.8 ;397;55.828;5;MPO473293  
2013;UK17   ;31.555;56.271; 6.8   ;20240331;233.2 ; 149.0;  21.4 ; 24.9 ;281;43.913;4;MPO473293  
2013;UJ15   ;37.152;69.249; 7.0   ;20240331;132.2 ;  55.0; 169.7 ; 33.0 ;302;53.201;2;MPO389099  
2013;UH15   ;35.118;326.418; 7.7   ;20240331;355.2 ; 282.5; 176.5 ; 26.0 ;0.806 1;80.768;3;MPO389099  
2013;UD17   ;33.561;78.820; 9.2   ;20240331; 14.9 ; 342.3;  16.8 ; 26.3 ;403;56.191;2;MPO420433  
2013;UC17   ;16.886;21.995;11.49  ;20240331; 24.4 ; 206.8; 194.1 ; 32.4 ;131;19.440;4;MPO599482  
2013;TX227  ;33.419;107.247; 7.98  ;20240331; 13.0 ; 171.8; 178.3 ; 36.5 ;525;70.333;5;MPO645003  
